position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
301;Tate;NPExPvHHonc;2016-06-09T15:43:44Z;2016-06-09 15:43:44;Sigur Rós x Tate Modern – States of Matter | TateShots;In an exclusive collaboration with Orri and Georg from Sigur Rós we take you on an imaginative journey through the new Tate Modern. The full interactive experience can be accessed on desktops here: http://statesofmatter.tate.org.uk To celebrate the opening of the new Tate Modern on 17 June 2016 here is the teaser to an exclusive interactive video experience inspired by the materials of the new building and the old Bankside power station. The full interactive experience features a specially composed soundtrack by Orri Páll Dýrason and Georg Hólm (from Sigur Ròs). Choose one of four visual journeys through the new building exploring plasma, air, solid or liquid states of matter and its corresponding audio stem (or combination of many) composed by Orri and Georg in response to these materials. “With 'States of Matter', we wanted to explore more experimental and textural options. Splitting the track means that each stem had to have its own subtleties, its own identity while being part of a cohesive piece.“ – Orri and Georg Subscribe for weekly films: http://goo.gl/X1ZnEl CREDITS Music specially composed by Georg Hólm & Orri Páll Dýrason of Sigur Rós - http://sigur-ros.co.uk Creative and production: House of Greenland - houseofgreenland.com Digital experience: Phantom - http://phantom.land;Tate,Interactive,video,art,music,states of matter,liquid,plasma,solid,air,sigur ros,Sigur Rós,Sigur,electronic,Orri,Georg,Orri Páll Dýrason,Georg Hólm,Herzog,de Meuron,Tate Modern,Museum,London,opening,contemporary art,architecture;27;Education;Music;PT4M29S;269;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/NPExPvHHonc/maxresdefault.jpg;;;;;34793;234;;0;9
302;Tate;qy7xJhImnLw;2016-06-09T12:56:52Z;2016-06-09 12:56:52;Louise Bourgeois – 'I Transform Hate Into Love' | TateShots;Louise Bourgeois was born in Paris in 1911 where her parents ran a tapestry gallery. At 27 she moved to New York City after marrying American art historian Robert Goldwater. She began her career with paintings and drawings in the 1940s and by the 1960s had begun to experiment with wood, plaster, latex and other solid materials to create bold and subversive sculptural forms. In this film her friend and assistant of over 30 years Jerry Gorovoy explains the childhood trauma and pain Bourgeois was communicating through her work. Tate Modern director Frances Morris describes her first time meeting the artist and discusses the multi-layered themes of loneliness and conflict, frustration and vulnerability in Bourgeois’s prolific career. Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Louise Bourgeois,TateShots,Tate Film,Robert Goldwater.,Jerry Gorovoy,Frances Morris;27;Education;Knowledge;PT7M39S;459;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/qy7xJhImnLw/maxresdefault.jpg;;;;;204379;3567;;0;72
303;Tate;qaqVCZlrIhc;2016-06-08T13:46:17Z;2016-06-08 13:46:17;Nazgol Ansarinia on Tehran – 'Neighbourhoods Are Changing So Fast' | Artist Cities;Nazgol Ansarinia is an artist who lives and works in Tehran, Iran. The artist takes experiences, objects and events that relate to contemporary Iranian daily life, and explores how they relate to a larger social context. Ansarinia has said ‘my work is always focused on the environment that I live in, portraying very ordinary, everyday life and my position within that context... I’m a deconstructionist who reconstructs the torn apart elements that show something new about something so banal that has gone unnoticed. So repetitive that it becomes part of routine life.’ Artist Cities is a series co-produced with The Guardian, in which we explore the native or adopted cities of a range of major international artists. We learn how each artist has identified and developed a relationship with the landscape and city they call home and how such connections materialise in their work.;Tate,Tate Modern,Tate Britain,Modern Art,Nazgol Ansarinia,Tehran,Artist,Artist Cities,Iran;27;Education;Society;PT4M19S;259;2d;hd;FALSE;;en-GB;;;;;;10175;169;;0;3
304;Tate;RXYrADZLctA;2016-05-27T17:16:33Z;2016-05-27 17:16:33;Marta Minujín – 'I Believe in Magic' | TateShots;Conceptual and performance artist Marta Minujín was born in Buenos Aires in 1943 and continues to work there today. From the mid-1960s Minujín became one of the most energetic contributors to the pop art scene in Buenos Aires. Throughout her practice Minujín explores the value of audience participation in the redefinition of art’s purpose. She was a student in the National University Art Institute in the 1950s and travelled to Paris and New York throughout the 1960s. In Paris she was part of group of artists who created large-scale happenings and ‘livable sculptures’ from found objects and materials. The works were always temporary and destroyed after they were presented. La Menesunda (1965) is a project she conceived in collaboration with Rubèn Santantonín and others associated with the Torcuato Di Tella Institute in Buenos Aires. One of the most celebrated works of the decade, La Menesunda is inspired by the city of Buenos Aires itself and consisted of multiple environments or areas which included a room with a couple in bed, a dental surgery, a walk-in freezer and a beauty salon housed in a structure in the shape of a woman’s head. La Menesunda sought to transform the passive spectator into an active participant. Buenos Aires Museum of Modern Art collaborated with Minujín in recreating La Menesunda and it was open to the public from August 2015 to May 2016. Marta Minujín's 'The Parthenon of Books' 1983 is currently on display at Tate Modern: http://goo.gl/lbaWoz Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,TateShots,Marta Minujin,Conceptual Art,Tate Modern,Tate Britain,Tate Film;27;Education;Entertainment;PT5M27S;327;2d;hd;FALSE;;en-GB;;;;;;28848;600;;0;14
305;Tate;sw7ZRTfjIhM;2016-05-19T16:40:36Z;2016-05-19 16:40:36;Ella Kruglyanskaya – 'How Can I Change the Representations of Women?' | TateShots;New York-based painter Ella Kruglyanskaya (b. 1978, Latvia) creates artworks that immerse viewers in a bold world of saturated colours and high contrast patterns. Female relationships, friendships and dialogues form the foundation of the artist’s varied subject matters. Her practice engages with many often-overlooked styles, techniques and formal concerns from the history of painting, such as her use of egg tempera. Working in a style that combines the graphic and the painterly, Kruglyanskaya embraces a wide range of influences from German expressionism to film and popular culture of the 1950s and 1960s. Tate Liverpool presents her first museum exhibition featuring paintings that survey the past ten years of the artist’s work, the exhibition will also debut a selection of new artworks made in 2016. Find out more about Ella Kruglyanskaya: https://goo.gl/WCAjHR Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Ella Kruglyanskaya,Tate Modern,TateShots,Tate Film,Tate Britain,Tate Liverpool;27;Education;Knowledge;PT5M22S;322;2d;hd;FALSE;;en-GB;;;;;;13220;190;;0;3
306;Tate;kKAKgrZZ_ww;2016-05-17T18:09:02Z;2016-05-17 18:09:02;Hito Steyerl – 'Being Invisible Can Be Deadly' | TateShots;The German artist Hito Steyerl addresses the way digital images are created, shared and archived. Her film 'How Not to Be Seen: A Fucking Didactic Educational .MOV File' (2013) takes the form of an instructional video which flips playfully between 'real world' footage and digital recreations. Inspired by Monty Python, the work balances critique and humour, showing how 'not being seen' has both oppressive and liberating possibilities. Steyerl works across video and installation as well as delivering performative lectures. She appears in this work as a performer, making herself visible to us, in contrast to the conventional invisibility of the artist, seen only through their work. Hito Steyerl's How Not to Be Seen: A Fucking Didactic Educational .MOV File (2013) is currently on display at Tate Modern: http://goo.gl/oL0TbX Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Hito Steyerl,Monty Python,Video Art;27;Education;Entertainment,Film;PT5M21S;321;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/kKAKgrZZ_ww/maxresdefault.jpg;;;;;130777;2096;;0;23
307;Tate;QJsOAyb8PHA;2016-05-13T16:17:19Z;2016-05-13 16:17:19;Adwoa Aboah – Performing for the Camera | Tate;Adwoa Aboah, model and founder of @GurlsTalk, reflects on what it is to perform for the camera. Aboah has spent her career performing for the camera and is particularly conscious of the artificial personas and identities the camera can create and emphasise. To counteract the sometimes pretend world of the glossy image she has established Gurls Talk an instagram feed and forum for young girls to talk, share, learn and support each other. In this film she gives us a rare insight into her own process when modelling and reflects on Amalia Ulman's artwork 'Excellences & Perfections' (2014) and the common theme of performance in front of the lens. Amalia Ulman's work is currently on display in 'Performing for the Camera' at Tate Modern: http://goo.gl/qo3Kem Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,performance,art,Adwoa Aboah,Performing for the Camera,GurlsTalk,identity,Amalia Ulman',Excellences & Perfections;27;Education;Knowledge;PT2M28S;148;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/QJsOAyb8PHA/maxresdefault.jpg;;;;;5252;134;;0;1
308;Tate;Kofcm9teUmo;2016-05-09T14:08:23Z;2016-05-09 14:08:23;Mona Hatoum – 'Nothing Is a Finished Project' | TateShots;Mona Hatoum creates a challenging vision of our world, exposing its contradictions and complexities. TateShots visited the artist during the install of her first major survey at Tate Modern, covering 35 years from her early radical performances and video pieces, to sculptures and large-scale installations. The artist talks about her practice, her materials and the artwork on display. Please note that at 0:36 the artwork 'Cellules' is spelled incorrectly. We apologise for this mistake. Mona Hatoum's work is currently on display at Tate Modern: http://goo.gl/buK3tP Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,mona hatoum,exhibitions,tate modern,conceptual art,art;27;Education;Knowledge;PT4M23S;263;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/Kofcm9teUmo/maxresdefault.jpg;;;;;46021;724;;0;12
309;Tate;ytKtmmMEErs;2016-04-28T16:45:11Z;2016-04-28 16:45:11;Pablo Bronstein – Historical Dances in an Antique Setting | TateShots;Pablo Bronstein is known for his interest in pre-20th century European design and architecture and for creating often satirical performances which fuse modern and historic elements commenting on art and its place in society. Bronstein is the latest in a series of celebrated British artists to create a site-specific work in response to the imposing Duveen galleries which sit at the heart of Tate Britain. His most ambitious project to date Historical Dances in an Antique Setting takes inspiration from the neo-classical surroundings of the Duveen galleries and the artist’s interest in the Baroque period to create a continuous live performance. Dancers will move through the galleries interacting with architectural elements, creating a spectacle not to be missed. Pablo Bronstein's Historical Dances in an Antique Setting (2016) is currently was on display at Tate Britain: http://goo.gl/KRmssd Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,TateShots,Pablo Bronstein,Bronstein,Tate Film,Choreography,Dance,Duveen,Duveen Galleries;27;Education;Classical_music,Knowledge;PT5M15S;315;2d;hd;FALSE;;en-GB;;;;;;11638;108;;0;2
310;Tate;-klDfurJM5Y;2016-04-22T16:13:23Z;2016-04-22 16:13:23;Art & Language – Conceptual Art, Mirrors and Selfies | TateShots;The collective Art & Language was founded in Coventry, England by Michael Baldwin, David Bainbridge, Terry Atkinson and Harold Hurrell in the early 1960s, and the critic and art historian Charles Harrison and the artist Mel Ramsden both became associated with the group by 1970. In their self-titled journal, Art & Language questioned the critical assumptions of mainstream modern art practice and theory. Michael Baldwin and Mel Ramsden sat down with TateShots to reflect on the group’s beginnings, the intentions of Conceptual art and how they unwittingly created one of the Tate’s most popular artworks for selfies. Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Art & Language,Studio Visit,TateShots,Tate Modern,Tate Britain,Tate Contemporary Art,Contemporary Art,Selfie;27;Education;Knowledge;PT4M54S;294;2d;hd;FALSE;;en-GB;;;;;;18997;246;;0;5
311;Tate;tERIscWmpSo;2016-04-15T13:10:36Z;2016-04-15 13:10:36;Harun Farocki – Cinema, Video Games and Finding the Detail | TateShots;The German film-maker Harun Farocki explored themes of capitalism, consumerism, media, technology, war and entertainment. Re-inventing the 'filmic essay', his work challenged the borders between cinema and art. Beginning his filmmaking practice in the late 1960s, Farocki combined documentary and found footage to examine subjects through associations of images. From the 1990s onwards, he made films for two or more screens that comment on one another. This film contains excerpts from the following Farocki works: Inextinguishable Fire (1969), Videograms of a Revolution (1992), Eye / Machine II (2001), Workers Leaving the Factory in Eleven Decades (2006), Deep Play (2007), Serious Games III: Immersion (2009), Serious Games IV: A Sun without Shadow (2010) and Parallel I-IV (2012-14) Harun Farocki’s Workers Leaving the Factory in Eleven Decades (2006) is currently on display at Tate Modern: http://goo.gl/27p5VA Subscribe for weekly films: http://goo.gl/X1ZnEl;Harun Farocki,TateShots,Tate Modern,Art,Cinema,Capitalism,Consumerism,Media,Technolody,War,Video Games,Inextinguishable Fire,Videograms of a Revolution,Eye / Machine,Workers Leaving the Factory in Eleven Decades,Deep Play,Serious Games,Parallel,FIFA,Pitfall,King's Quest,Secret of Mana,The Elder Scrolls,Anno 1701,Nicolae Ceaușescu;27;Education;Film;PT5M14S;314;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/tERIscWmpSo/maxresdefault.jpg;;;;;48430;932;;0;6
